ticker,quarter,sector,index,z_Q,s_star,above_threshold,Q_raw,delta_Q,extreme_event,extreme_threshold_90
A,CY2024Q2,Unknown,SP500,0.716502,5.980411,0,0.178707,0.017097,0,0.176644
AAPL,CY2024Q2,Unknown,SP500,1.728488,5.980411,0,0.250044,0.010399,0,0.176644
ABBV,CY2024Q2,Unknown,SP500,-0.474792,5.980411,0,0.094731,0.016479,0,0.176644
ABNB,CY2024Q2,Unknown,SP500,1.04644,5.980411,0,0.201965,0.078716,0,0.176644
ABT,CY2024Q2,Unknown,SP500,-0.038729,5.980411,0,0.12547,0.002527,0,0.176644
ACGL,CY2024Q2,Unknown,SP500,2.438179,5.980411,0,0.300071,0.015879,0,0.176644
ACN,CY2024Q2,Unknown,SP500,-0.154264,5.980411,0,0.117326,0.011313,0,0.176644
ADBE,CY2024Q2,Unknown,SP500,2.384533,5.980411,0,0.296289,0.176644,0,0.176644
ADI,CY2024Q2,Unknown,SP500,0.586599,5.980411,0,0.16955,0.029671,0,0.176644
ADM,CY2024Q2,Unknown,SP500,-0.699791,5.980411,0,0.07887,0.043754,0,0.176644
ADSK,CY2024Q2,Unknown,SP500,0.83947,5.980411,0,0.187375,0.009535,0,0.176644
AEE,CY2024Q2,Unknown,SP500,0.359953,5.980411,0,0.153574,0.0093,0,0.176644
AEP,CY2024Q2,Unknown,SP500,,5.980411,0,,,0,0.176644
AES,CY2024Q2,Unknown,SP500,-0.487805,5.980411,0,0.093814,0.046219,0,0.176644
AFL,CY2024Q2,Unknown,SP500,3.026926,5.980411,0,0.341573,0.004086,0,0.176644
AIG,CY2024Q2,Unknown,SP500,-7.985442,5.980411,0,-0.60625,0.786052,1,0.176644
AIZ,CY2024Q2,Unknown,SP500,-0.902016,5.980411,0,0.064615,0.017329,0,0.176644
AJG,CY2024Q2,Unknown,SP500,-0.37193,5.980411,0,0.101982,0.084693,0,0.176644
AKAM,CY2024Q2,Unknown,SP500,0.092125,5.980411,0,0.134694,0.042611,0,0.176644
ALB,CY2024Q2,Unknown,SP500,-3.683681,5.980411,0,-0.131469,0.132938,0,0.176644
ALGN,CY2024Q2,Unknown,SP500,-0.480084,5.980411,0,0.094358,0.010958,0,0.176644
ALL,CY2024Q2,Unknown,SP500,-1.51984,5.980411,0,0.021064,0.058758,0,0.176644
ALLE,CY2024Q2,Unknown,SP500,0.457581,5.980411,0,0.160455,0.021753,0,0.176644
AMAT,CY2024Q2,Unknown,SP500,1.749844,5.980411,0,0.251549,0.007554,0,0.176644
AMD,CY2024Q2,Unknown,SP500,-1.174386,5.980411,0,0.045416,0.022942,0,0.176644
AME,CY2024Q2,Unknown,SP500,0.944976,5.980411,0,0.194813,0.015665,0,0.176644
AMGN,CY2024Q2,Unknown,SP500,-0.556993,5.980411,0,0.088937,0.10411,0,0.176644
AMP,CY2024Q2,Unknown,SP500,0.859002,5.980411,0,0.188752,0.040149,0,0.176644
AMT,CY2024Q2,Unknown,SP500,,5.980411,0,,,0,0.176644
AMZN,CY2024Q2,Unknown,SP500,-0.525891,5.980411,0,0.091129,0.018344,0,0.176644
ANET,CY2024Q2,Unknown,SP500,3.763447,5.980411,0,0.393491,0.01262,0,0.176644
AON,CY2024Q2,Unknown,SP500,0.158343,5.980411,0,0.139362,0.123783,0,0.176644
AOS,CY2024Q2,Unknown,SP500,0.342507,5.980411,0,0.152344,0.001169,0,0.176644
APD,CY2024Q2,Unknown,SP500,1.4927,5.980411,0,0.233423,0.038201,0,0.176644
APH,CY2024Q2,Unknown,SP500,0.244419,5.980411,0,0.145429,0.023182,0,0.176644
APO,CY2024Q2,Unknown,SP500,0.192102,5.980411,0,0.141741,0.060957,0,0.176644
APP,CY2024Q2,Unknown,SP500,4.366562,5.980411,0,0.436006,0.212943,1,0.176644
APTV,CY2024Q2,Unknown,SP500,0.815785,5.980411,0,0.185706,0.141225,0,0.176644
ARE,CY2024Q2,Unknown,SP500,-0.949364,5.980411,0,0.061278,0.161089,0,0.176644
