ticker,quarter,sector,index,z_Q,s_star,above_threshold,Q_raw,delta_Q,extreme_event,extreme_threshold_90
A,CY2023Q4,Unknown,SP500,1.158884,4.713817,0,0.209891,0.143504,0,0.225956
AAPL,CY2023Q4,Unknown,SP500,2.205058,4.713817,0,0.283638,0.040585,0,0.225956
ABBV,CY2023Q4,Unknown,SP500,-1.00326,4.713817,0,0.057478,0.070187,0,0.225956
ACN,CY2023Q4,Unknown,SP500,-0.093485,4.713817,0,0.12161,0.035717,0,0.225956
ADI,CY2023Q4,Unknown,SP500,0.795018,4.713817,0,0.184242,0.100869,0,0.225956
ADP,CY2023Q4,Unknown,SP500,0.849595,4.713817,0,0.188089,0.002292,0,0.225956
AFL,CY2023Q4,Unknown,SP500,,4.713817,0,,,0,0.225956
AIG,CY2023Q4,Unknown,SP500,-1.616494,4.713817,0,0.014251,0.264681,1,0.225956
ALL,CY2023Q4,Unknown,SP500,,4.713817,0,,,0,0.225956
AMAT,CY2023Q4,Unknown,SP500,2.451767,4.713817,0,0.301029,0.058227,0,0.225956
AMCR,CY2023Q4,Unknown,SP500,-1.233932,4.713817,0,0.041218,0.002929,0,0.225956
APD,CY2023Q4,Unknown,SP500,1.064004,4.713817,0,0.203203,0.006763,0,0.225956
ATO,CY2023Q4,Unknown,SP500,1.991254,4.713817,0,0.268566,0.060422,0,0.225956
AVGO,CY2023Q4,Unknown,SP500,-0.247167,4.713817,0,0.110777,0.26135,1,0.225956
AXON,CY2023Q4,Unknown,SP500,0.061827,4.713817,0,0.132558,0.015142,0,0.225956
AZO,CY2023Q4,Unknown,SP500,0.074539,4.713817,0,0.133454,0.024942,0,0.225956
BALL,CY2023Q4,Unknown,SP500,-1.066104,4.713817,0,0.053049,0.012525,0,0.225956
BAX,CY2023Q4,Unknown,SP500,-0.545078,4.713817,0,0.089776,0.87521,1,0.225956
BDX,CY2023Q4,Unknown,SP500,-0.97159,4.713817,0,0.059711,0.023725,0,0.225956
BEN,CY2023Q4,Unknown,SP500,-0.030253,4.713817,0,0.126067,0.010272,0,0.225956
BF.B,CY2023Q4,Unknown,SP500,1.963418,4.713817,0,0.266604,0.047995,0,0.225956
BR,CY2023Q4,Unknown,SP500,-1.111875,4.713817,0,0.049822,0.01377,0,0.225956
CAG,CY2023Q4,Unknown,SP500,-0.553935,4.713817,0,0.089152,0.021041,0,0.225956
CAH,CY2023Q4,Unknown,SP500,-1.727773,4.713817,0,0.006406,0.006626,0,0.225956
CARR,CY2023Q4,Unknown,SP500,,4.713817,0,,,0,0.225956
CIEN,CY2023Q4,Unknown,SP500,-1.135318,4.713817,0,0.04817,0.02008,0,0.225956
CLX,CY2023Q4,Unknown,SP500,-1.155687,4.713817,0,0.046734,0.030861,0,0.225956
COHR,CY2023Q4,Unknown,SP500,-2.157316,4.713817,0,-0.023873,0.040705,0,0.225956
COO,CY2023Q4,Unknown,SP500,-0.585744,4.713817,0,0.08691,0.004488,0,0.225956
COR,CY2023Q4,Unknown,SP500,-1.70046,4.713817,0,0.008332,0.001162,0,0.225956
COST,CY2023Q4,Unknown,SP500,-1.428654,4.713817,0,0.027492,0.003223,0,0.225956
CPB,CY2023Q4,Unknown,SP500,-0.646108,4.713817,0,0.082655,0.010276,0,0.225956
CPRT,CY2023Q4,Unknown,SP500,2.715332,4.713817,0,0.319608,0.006863,0,0.225956
CSCO,CY2023Q4,Unknown,SP500,1.102631,4.713817,0,0.205926,0.042097,0,0.225956
CTAS,CY2023Q4,Unknown,SP500,0.419369,4.713817,0,0.157762,0.006628,0,0.225956
DE,CY2023Q4,Unknown,SP500,0.219904,4.713817,0,0.143701,0.044768,0,0.225956
DECK,CY2023Q4,Unknown,SP500,1.727868,4.713817,0,0.25,0.086081,0,0.225956
DELL,CY2023Q4,Unknown,SP500,-1.049538,4.713817,0,0.054216,0.006938,0,0.225956
DHI,CY2023Q4,Unknown,SP500,-0.079822,4.713817,0,0.122573,0.014688,0,0.225956
DHR,CY2023Q4,Unknown,SP500,,4.713817,0,,,0,0.225956
DIS,CY2023Q4,Unknown,SP500,-0.667455,4.713817,0,0.08115,0.10175,0,0.225956
DLTR,CY2023Q4,Unknown,SP500,-6.708441,4.713817,0,-0.344689,0.397636,1,0.225956
DRI,CY2023Q4,Unknown,SP500,-0.715813,4.713817,0,0.077741,0.006339,0,0.225956
ECL,CY2023Q4,Unknown,SP500,,4.713817,0,,,0,0.225956
EL,CY2023Q4,Unknown,SP500,,4.713817,0,,,0,0.225956
EMR,CY2023Q4,Unknown,SP500,-1.329361,4.713817,0,0.034491,0.147416,0,0.225956
EW,CY2023Q4,Unknown,SP500,2.32736,4.713817,0,0.292259,0.017475,0,0.225956
FDS,CY2023Q4,Unknown,SP500,2.081212,4.713817,0,0.274908,0.020191,0,0.225956
FDX,CY2023Q4,Unknown,SP500,-1.242636,4.713817,0,0.040605,0.009116,0,0.225956
FFIV,CY2023Q4,Unknown,SP500,1.006281,4.713817,0,0.199134,0.072534,0,0.225956
FICO,CY2023Q4,Unknown,SP500,2.674846,4.713817,0,0.316754,0.006554,0,0.225956
FIS,CY2023Q4,Unknown,SP500,-0.418118,4.713817,0,0.098726,0.283718,1,0.225956
FOX,CY2023Q4,Unknown,SP500,-1.433346,4.713817,0,0.027161,0.102243,0,0.225956
FOXA,CY2023Q4,Unknown,SP500,-1.433346,4.713817,0,0.027161,0.102243,0,0.225956
GE,CY2023Q4,Unknown,SP500,0.818727,4.713817,0,0.185913,0.144311,0,0.225956
GEN,CY2023Q4,Unknown,SP500,0.306266,4.713817,0,0.149789,0.005767,0,0.225956
GIS,CY2023Q4,Unknown,SP500,-0.173411,4.713817,0,0.115976,0.021435,0,0.225956
GL,CY2023Q4,Unknown,SP500,0.936412,4.713817,0,0.194209,0.008515,0,0.225956
GNRC,CY2023Q4,Unknown,SP500,-0.525374,4.713817,0,0.091165,0.035143,0,0.225956
HOLX,CY2023Q4,Unknown,SP500,1.640343,4.713817,0,0.24383,0.284481,1,0.225956
HPE,CY2023Q4,Unknown,SP500,-1.005922,4.713817,0,0.057291,0.008976,0,0.225956
