ticker,quarter,sector,index,z_Q,s_star,above_threshold,Q_raw,delta_Q,extreme_event,extreme_threshold_90
BXP,CY2024Q1,Unknown,SP500,-0.465989,5.99305,0,0.095352,0.231274,1,0.198418
C,CY2024Q1,Unknown,SP500,0.456817,5.99305,0,0.160402,0.015675,0,0.198418
CAG,CY2024Q1,Unknown,SP500,-0.373386,5.99305,0,0.101879,0.012727,0,0.198418
CAH,CY2024Q1,Unknown,SP500,-1.751174,5.99305,0,0.004757,0.00165,0,0.198418
CARR,CY2024Q1,Unknown,SP500,-1.114586,5.99305,0,0.049631,,0,0.198418
CAT,CY2024Q1,Unknown,SP500,0.743982,5.99305,0,0.180644,0.014493,0,0.198418
CB,CY2024Q1,Unknown,SP500,0.539092,5.99305,0,0.166201,0.018724,0,0.198418
CBOE,CY2024Q1,Unknown,SP500,1.294281,5.99305,0,0.219436,,0,0.198418
CBRE,CY2024Q1,Unknown,SP500,-1.59014,5.99305,0,0.016108,0.008601,0,0.198418
CCI,CY2024Q1,Unknown,SP500,7.985442,5.99305,1,6.76087,3.816425,1,0.198418
CCL,CY2024Q1,Unknown,SP500,-2.380222,5.99305,0,-0.039586,0.196282,0,0.198418
CDNS,CY2024Q1,Unknown,SP500,1.668115,5.99305,0,0.245788,0.002501,0,0.198418
CDW,CY2024Q1,Unknown,SP500,-1.189845,5.99305,0,0.044326,0.011822,0,0.198418
CEG,CY2024Q1,Unknown,SP500,0.562774,5.99305,0,0.167871,0.030284,0,0.198418
CF,CY2024Q1,Unknown,SP500,0.478141,5.99305,0,0.161905,0.018771,0,0.198418
CFG,CY2024Q1,Unknown,SP500,7.985442,5.99305,1,0.910082,0.477015,1,0.198418
CHD,CY2024Q1,Unknown,SP500,0.333327,5.99305,0,0.151697,0.029444,0,0.198418
CHRW,CY2024Q1,Unknown,SP500,-1.519629,5.99305,0,0.021079,0.002189,0,0.198418
CHTR,CY2024Q1,Unknown,SP500,-0.671655,5.99305,0,0.080854,0.011534,0,0.198418
CI,CY2024Q1,Unknown,SP500,-1.871183,5.99305,0,-0.003703,0.033245,0,0.198418
CIEN,CY2024Q1,Unknown,SP500,-2.08338,5.99305,0,-0.018661,0.06683,0,0.198418
CINF,CY2024Q1,Unknown,SP500,1.830578,5.99305,0,0.25724,0.311906,1,0.198418
CL,CY2024Q1,Unknown,SP500,0.094297,5.99305,0,0.134847,0.009202,0,0.198418
CLX,CY2024Q1,Unknown,SP500,-2.217493,5.99305,0,-0.028115,0.074848,0,0.198418
CMCSA,CY2024Q1,Unknown,SP500,0.001684,5.99305,0,0.128319,0.006033,0,0.198418
CME,CY2024Q1,Unknown,SP500,,5.99305,0,,,0,0.198418
CMG,CY2024Q1,Unknown,SP500,0.066173,5.99305,0,0.132865,0.006246,0,0.198418
CMI,CY2024Q1,Unknown,SP500,1.60505,5.99305,0,0.241342,0.159502,0,0.198418
CMS,CY2024Q1,Unknown,SP500,0.080323,5.99305,0,0.133862,0.026479,0,0.198418
CNC,CY2024Q1,Unknown,SP500,-1.364616,5.99305,0,0.032006,0.018593,0,0.198418
CNP,CY2024Q1,Unknown,SP500,0.095428,5.99305,0,0.134927,0.016361,0,0.198418
COF,CY2024Q1,Unknown,SP500,7.985442,5.99305,1,0.920863,0.292696,1,0.198418
COHR,CY2024Q1,Unknown,SP500,-1.971194,5.99305,0,-0.010753,0.01312,0,0.198418
COIN,CY2024Q1,Unknown,SP500,7.985442,5.99305,1,0.717949,0.720916,1,0.198418
COO,CY2024Q1,Unknown,SP500,-0.479777,5.99305,0,0.09438,0.00747,0,0.198418
COP,CY2024Q1,Unknown,SP500,1.121844,5.99305,0,0.20728,0.014801,0,0.198418
COR,CY2024Q1,Unknown,SP500,-1.731359,5.99305,0,0.006154,0.002178,0,0.198418
COST,CY2024Q1,Unknown,SP500,-1.411122,5.99305,0,0.028728,0.001236,0,0.198418
CPAY,CY2024Q1,Unknown,SP500,1.670972,5.99305,0,0.245989,0.033104,0,0.198418
CPB,CY2024Q1,Unknown,SP500,-1.022222,5.99305,0,0.056142,0.026513,0,0.198418
CPRT,CY2024Q1,Unknown,SP500,2.989764,5.99305,0,0.338953,0.019345,0,0.198418
CPT,CY2024Q1,Unknown,SP500,7.985442,5.99305,1,84.0,36.0,1,0.198418
CRH,CY2024Q1,Unknown,SP500,-1.566767,5.99305,0,0.017756,0.111193,0,0.198418
CRL,CY2024Q1,Unknown,SP500,-0.79535,5.99305,0,0.072134,0.012578,0,0.198418
CRM,CY2024Q1,Unknown,SP500,0.562521,5.99305,0,0.167853,0.027486,0,0.198418
CRWD,CY2024Q1,Unknown,SP500,-1.15633,5.99305,0,0.046688,0.012337,0,0.198418
CSCO,CY2024Q1,Unknown,SP500,0.287704,5.99305,0,0.148481,0.057445,0,0.198418
CSGP,CY2024Q1,Unknown,SP500,-1.66728,5.99305,0,0.010671,0.134929,0,0.198418
CSX,CY2024Q1,Unknown,SP500,1.57275,5.99305,0,0.239065,0.007263,0,0.198418
CTAS,CY2024Q1,Unknown,SP500,0.528005,5.99305,0,0.16542,0.007658,0,0.198418
CTRA,CY2024Q1,Unknown,SP500,1.665996,5.99305,0,0.245639,0.00691,0,0.198418
CTSH,CY2024Q1,Unknown,SP500,-0.191427,5.99305,0,0.114706,0.007497,0,0.198418
CTVA,CY2024Q1,Unknown,SP500,-0.49542,5.99305,0,0.093277,0.217215,1,0.198418
CVNA,CY2024Q1,Unknown,SP500,-1.688891,5.99305,0,0.009147,0.272858,1,0.198418
CVS,CY2024Q1,Unknown,SP500,-1.64012,5.99305,0,0.012585,0.012603,0,0.198418
CVX,CY2024Q1,Unknown,SP500,-0.143308,5.99305,0,0.118098,0.007591,0,0.198418
D,CY2024Q1,Unknown,SP500,-0.196353,5.99305,0,0.114359,0.073646,0,0.198418
DAL,CY2024Q1,Unknown,SP500,-1.780477,5.99305,0,0.002691,0.068848,0,0.198418
DASH,CY2024Q1,Unknown,SP500,-1.948493,5.99305,0,-0.009152,0.024581,0,0.198418
DD,CY2024Q1,Unknown,SP500,-0.150747,5.99305,0,0.117573,0.013257,0,0.198418
DDOG,CY2024Q1,Unknown,SP500,-0.820289,5.99305,0,0.070376,0.028406,0,0.198418
DE,CY2024Q1,Unknown,SP500,0.388174,5.99305,0,0.155563,0.011862,0,0.198418
DECK,CY2024Q1,Unknown,SP500,0.072824,5.99305,0,0.133333,0.116667,0,0.198418
DELL,CY2024Q1,Unknown,SP500,-1.18282,5.99305,0,0.044821,0.009395,0,0.198418
DG,CY2024Q1,Unknown,SP500,-1.299233,5.99305,0,0.036615,0.008144,0,0.198418
DGX,CY2024Q1,Unknown,SP500,-0.655468,5.99305,0,0.081995,0.016044,0,0.198418
DHI,CY2024Q1,Unknown,SP500,0.006984,5.99305,0,0.128692,0.006119,0,0.198418
DHR,CY2024Q1,Unknown,SP500,0.844297,5.99305,0,0.187716,,0,0.198418
DIS,CY2024Q1,Unknown,SP500,-1.831504,5.99305,0,-0.000906,0.082056,0,0.198418
DLR,CY2024Q1,Unknown,SP500,1.186963,5.99305,0,0.211871,0.311667,1,0.198418
DLTR,CY2024Q1,Unknown,SP500,-0.797093,5.99305,0,0.072012,0.4167,1,0.198418
DOC,CY2024Q1,Unknown,SP500,-1.104248,5.99305,0,0.05036,0.427252,1,0.198418
DOV,CY2024Q1,Unknown,SP500,2.940162,5.99305,0,0.335456,0.187346,0,0.198418
DOW,CY2024Q1,Unknown,SP500,-1.138672,5.99305,0,0.047933,0.019788,0,0.198418
DPZ,CY2024Q1,Unknown,SP500,-0.171238,5.99305,0,0.116129,0.02798,0,0.198418
DRI,CY2024Q1,Unknown,SP500,-0.326135,5.99305,0,0.10521,0.027469,0,0.198418
DUK,CY2024Q1,Unknown,SP500,0.324703,5.99305,0,0.151089,0.005863,0,0.198418
DVA,CY2024Q1,Unknown,SP500,-0.710006,5.99305,0,0.07815,0.000991,0,0.198418
DVN,CY2024Q1,Unknown,SP500,0.441412,5.99305,0,0.159316,0.066491,0,0.198418
DXCM,CY2024Q1,Unknown,SP500,0.430172,5.99305,0,0.158523,0.034421,0,0.198418
EBAY,CY2024Q1,Unknown,SP500,0.612295,5.99305,0,0.171362,0.350638,1,0.198418
ECL,CY2024Q1,Unknown,SP500,-0.260907,5.99305,0,0.109808,,0,0.198418
ED,CY2024Q1,Unknown,SP500,0.568348,5.99305,0,0.168264,0.031747,0,0.198418
EFX,CY2024Q1,Unknown,SP500,-0.542009,5.99305,0,0.089993,0.032828,0,0.198418
EG,CY2024Q1,Unknown,SP500,0.697291,5.99305,0,0.177353,0.007471,0,0.198418
EIX,CY2024Q1,Unknown,SP500,-1.856921,5.99305,0,-0.002697,,0,0.198418
EL,CY2024Q1,Unknown,SP500,,5.99305,0,,,0,0.198418
ELV,CY2024Q1,Unknown,SP500,-1.070318,5.99305,0,0.052751,0.022669,0,0.198418
EME,CY2024Q1,Unknown,SP500,-1.004361,5.99305,0,0.057401,0.00472,0,0.198418
EMR,CY2024Q1,Unknown,SP500,-0.194516,5.99305,0,0.114488,0.079997,0,0.198418
EOG,CY2024Q1,Unknown,SP500,2.326196,5.99305,0,0.292177,0.03461,0,0.198418
EPAM,CY2024Q1,Unknown,SP500,-0.406135,5.99305,0,0.099571,0.015369,0,0.198418
EQIX,CY2024Q1,Unknown,SP500,-0.277994,5.99305,0,0.108604,0.025312,0,0.198418
EQT,CY2024Q1,Unknown,SP500,-0.698128,5.99305,0,0.078988,0.001851,0,0.198418
ERIE,CY2024Q1,Unknown,SP500,0.194127,5.99305,0,0.141884,0.010619,0,0.198418
ES,CY2024Q1,Unknown,SP500,,5.99305,0,,,0,0.198418
ESS,CY2024Q1,Unknown,SP500,7.985442,5.99305,1,95.0,64.0,1,0.198418
ETN,CY2024Q1,Unknown,SP500,0.141093,5.99305,0,0.138146,0.013385,0,0.198418
ETR,CY2024Q1,Unknown,SP500,,5.99305,0,,,0,0.198418
EVRG,CY2024Q1,Unknown,SP500,-0.456525,5.99305,0,0.096019,0.119668,0,0.198418
EW,CY2024Q1,Unknown,SP500,1.93586,5.99305,0,0.264662,0.027597,0,0.198418
EXC,CY2024Q1,Unknown,SP500,-0.273984,5.99305,0,0.108886,0.008171,0,0.198418
EXE,CY2024Q1,Unknown,SP500,-1.477455,5.99305,0,0.024052,0.022244,0,0.198418
EXPD,CY2024Q1,Unknown,SP500,-0.732362,5.99305,0,0.076575,0.001508,0,0.198418
EXPE,CY2024Q1,Unknown,SP500,-2.481557,5.99305,0,-0.046729,0.154899,0,0.198418
EXR,CY2024Q1,Unknown,SP500,7.985442,5.99305,1,7.1,0.385714,1,0.198418
F,CY2024Q1,Unknown,SP500,-1.376926,5.99305,0,0.031138,0.003764,0,0.198418
FAST,CY2024Q1,Unknown,SP500,0.412192,5.99305,0,0.157256,0.003091,0,0.198418
FCX,CY2024Q1,Unknown,SP500,0.835384,5.99305,0,0.187087,0.022695,0,0.198418
FDS,CY2024Q1,Unknown,SP500,1.844787,5.99305,0,0.258242,0.016666,0,0.198418
FDX,CY2024Q1,Unknown,SP500,-1.245025,5.99305,0,0.040436,0.000168,0,0.198418
FFIV,CY2024Q1,Unknown,SP500,0.660266,5.99305,0,0.174743,0.024391,0,0.198418
FICO,CY2024Q1,Unknown,SP500,2.430636,5.99305,0,0.299539,0.017215,0,0.198418
FIS,CY2024Q1,Unknown,SP500,2.239441,5.99305,0,0.286062,0.187335,0,0.198418
FITB,CY2024Q1,Unknown,SP500,7.985442,5.99305,1,3.443709,0.985822,1,0.198418
FOX,CY2024Q1,Unknown,SP500,1.07865,5.99305,0,0.204236,0.177074,0,0.198418
FOXA,CY2024Q1,Unknown,SP500,1.07865,5.99305,0,0.204236,0.177074,0,0.198418
FRT,CY2024Q1,Unknown,SP500,0.960064,5.99305,0,0.195876,0.00273,0,0.198418
FSLR,CY2024Q1,Unknown,SP500,2.415733,5.99305,0,0.298489,0.036093,0,0.198418
FTNT,CY2024Q1,Unknown,SP500,1.316335,5.99305,0,0.22099,0.020957,0,0.198418
FTV,CY2024Q1,Unknown,SP500,1.165614,5.99305,0,0.210366,0.064546,0,0.198418
GD,CY2024Q1,Unknown,SP500,-0.762399,5.99305,0,0.074457,0.004627,0,0.198418
GDDY,CY2024Q1,Unknown,SP500,3.323644,5.99305,0,0.362489,0.240059,1,0.198418
GE,CY2024Q1,Unknown,SP500,0.884712,5.99305,0,0.190565,0.004651,0,0.198418
GEHC,CY2024Q1,Unknown,SP500,-0.677667,5.99305,0,0.08043,0.002662,0,0.198418
GEV,CY2024Q1,Unknown,SP500,-2.072677,5.99305,0,-0.017906,0.002692,0,0.198418
GILD,CY2024Q1,Unknown,SP500,-7.985442,5.99305,0,-0.623691,0.932867,1,0.198418
GIS,CY2024Q1,Unknown,SP500,0.045373,5.99305,0,0.131398,0.015422,0,0.198418
GL,CY2024Q1,Unknown,SP500,0.726025,5.99305,0,0.179379,0.014831,0,0.198418
GLW,CY2024Q1,Unknown,SP500,-0.822053,5.99305,0,0.070252,0.018566,0,0.198418
GM,CY2024Q1,Unknown,SP500,-0.740553,5.99305,0,0.075997,0.000339,0,0.198418
GNRC,CY2024Q1,Unknown,SP500,-1.403764,5.99305,0,0.029246,0.061919,0,0.198418
GOOG,CY2024Q1,Unknown,SP500,2.349156,5.99305,0,0.293796,0.037071,0,0.198418
GOOGL,CY2024Q1,Unknown,SP500,2.349156,5.99305,0,0.293796,0.037071,0,0.198418
GPC,CY2024Q1,Unknown,SP500,-1.207947,5.99305,0,0.04305,0.017208,0,0.198418
GPN,CY2024Q1,Unknown,SP500,0.602417,5.99305,0,0.170665,0.024462,0,0.198418
GRMN,CY2024Q1,Unknown,SP500,1.014457,5.99305,0,0.199711,0.001385,0,0.198418
HAL,CY2024Q1,Unknown,SP500,-0.337475,5.99305,0,0.104411,0.018952,0,0.198418
HAS,CY2024Q1,Unknown,SP500,-0.731742,5.99305,0,0.076618,0.190391,0,0.198418
HBAN,CY2024Q1,Unknown,SP500,7.985442,5.99305,1,1.247024,0.371319,1,0.198418
HCA,CY2024Q1,Unknown,SP500,-0.516961,5.99305,0,0.091758,0.025207,0,0.198418
HD,CY2024Q1,Unknown,SP500,-0.416329,5.99305,0,0.098852,0.002182,0,0.198418
HIG,CY2024Q1,Unknown,SP500,7.985442,5.99305,1,2.139205,0.284504,1,0.198418
HII,CY2024Q1,Unknown,SP500,-1.044869,5.99305,0,0.054545,0.001989,0,0.198418
HLT,CY2024Q1,Unknown,SP500,-0.357593,5.99305,0,0.102993,0.038047,0,0.198418
HOLX,CY2024Q1,Unknown,SP500,0.550339,5.99305,0,0.166994,0.076836,0,0.198418
HON,CY2024Q1,Unknown,SP500,0.723955,5.99305,0,0.179233,0.014882,0,0.198418
HPE,CY2024Q1,Unknown,SP500,-1.200328,5.99305,0,0.043587,0.013704,0,0.198418
HRL,CY2024Q1,Unknown,SP500,-0.88995,5.99305,0,0.065466,0.007607,0,0.198418
HSIC,CY2024Q1,Unknown,SP500,-1.402733,5.99305,0,0.029319,0.014008,0,0.198418
HST,CY2024Q1,Unknown,SP500,0.765895,5.99305,0,0.182189,0.090756,0,0.198418
HSY,CY2024Q1,Unknown,SP500,1.657003,5.99305,0,0.245005,0.073717,0,0.198418
HUBB,CY2024Q1,Unknown,SP500,-0.429453,5.99305,0,0.097927,0.047422,0,0.198418
HWM,CY2024Q1,Unknown,SP500,0.071268,5.99305,0,0.133224,0.019834,0,0.198418
IBKR,CY2024Q1,Unknown,SP500,7.985442,5.99305,1,1.815068,0.190126,0,0.198418
IBM,CY2024Q1,Unknown,SP500,-0.244276,5.99305,0,0.110981,0.004529,0,0.198418
ICE,CY2024Q1,Unknown,SP500,2.065934,5.99305,0,0.273831,0.051105,0,0.198418
IDXX,CY2024Q1,Unknown,SP500,1.654289,5.99305,0,0.244813,0.013372,0,0.198418
IEX,CY2024Q1,Unknown,SP500,0.324313,5.99305,0,0.151061,0.112495,0,0.198418
IFF,CY2024Q1,Unknown,SP500,-1.525049,5.99305,0,0.020697,0.011832,0,0.198418
INCY,CY2024Q1,Unknown,SP500,0.918729,5.99305,0,0.192963,0.006891,0,0.198418
INTC,CY2024Q1,Unknown,SP500,-2.243436,5.99305,0,-0.029943,0.050921,0,0.198418
INTU,CY2024Q1,Unknown,SP500,3.21186,5.99305,0,0.354609,0.250356,1,0.198418
INVH,CY2024Q1,Unknown,SP500,1.29965,5.99305,0,0.219814,0.006222,0,0.198418
IP,CY2024Q1,Unknown,SP500,-1.615738,5.99305,0,0.014304,,0,0.198418
IQV,CY2024Q1,Unknown,SP500,-0.725374,5.99305,0,0.077067,0.004036,0,0.198418
IR,CY2024Q1,Unknown,SP500,-0.102733,5.99305,0,0.120958,0.001349,0,0.198418
IRM,CY2024Q1,Unknown,SP500,-1.079096,5.99305,0,0.052133,0.013429,0,0.198418
ISRG,CY2024Q1,Unknown,SP500,2.269881,5.99305,0,0.288207,0.049675,0,0.198418
IT,CY2024Q1,Unknown,SP500,0.213433,5.99305,0,0.143245,0.015495,0,0.198418
ITW,CY2024Q1,Unknown,SP500,1.105687,5.99305,0,0.206141,0.014626,0,0.198418
IVZ,CY2024Q1,Unknown,SP500,-0.452943,5.99305,0,0.096271,0.005425,0,0.198418
J,CY2024Q1,Unknown,SP500,-1.011439,5.99305,0,0.056902,0.004308,0,0.198418
JBHT,CY2024Q1,Unknown,SP500,-1.206688,5.99305,0,0.043139,0.015964,0,0.198418
JBL,CY2024Q1,Unknown,SP500,0.124674,5.99305,0,0.136988,0.113857,0,0.198418
JCI,CY2024Q1,Unknown,SP500,-2.520737,5.99305,0,-0.049491,0.12129,0,0.198418
JKHY,CY2024Q1,Unknown,SP500,0.471122,5.99305,0,0.16141,0.007088,0,0.198418
JNJ,CY2024Q1,Unknown,SP500,0.340805,5.99305,0,0.152224,0.037026,0,0.198418
KDP,CY2024Q1,Unknown,SP500,0.038463,5.99305,0,0.130911,0.005225,0,0.198418
KEY,CY2024Q1,Unknown,SP500,5.967698,5.99305,0,0.548872,0.324327,1,0.198418
KHC,CY2024Q1,Unknown,SP500,-0.046224,5.99305,0,0.124942,0.085063,0,0.198418
KIM,CY2024Q1,Unknown,SP500,-2.128273,5.99305,0,-0.021825,0.286399,1,0.198418
KKR,CY2024Q1,Unknown,SP500,-0.8168,5.99305,0,0.070622,0.37885,1,0.198418
KLAC,CY2024Q1,Unknown,SP500,1.800001,5.99305,0,0.255085,0.020666,0,0.198418
KMB,CY2024Q1,Unknown,SP500,0.303028,5.99305,0,0.149561,0.03518,0,0.198418
KMI,CY2024Q1,Unknown,SP500,1.284813,5.99305,0,0.218768,0.068358,0,0.198418
KO,CY2024Q1,Unknown,SP500,2.169771,5.99305,0,0.28115,0.022889,0,0.198418
L,CY2024Q1,Unknown,SP500,7.312395,5.99305,1,0.643662,0.172526,0,0.198418
LDOS,CY2024Q1,Unknown,SP500,-0.798952,5.99305,0,0.071881,0.174267,0,0.198418
LEN,CY2024Q1,Unknown,SP500,-0.423906,5.99305,0,0.098318,0.028715,0,0.198418
LH,CY2024Q1,Unknown,SP500,-0.800579,5.99305,0,0.071766,0.011903,0,0.198418
LHX,CY2024Q1,Unknown,SP500,-1.048235,5.99305,0,0.054308,0.023617,0,0.198418
LII,CY2024Q1,Unknown,SP500,-0.138545,5.99305,0,0.118434,0.023265,0,0.198418
LIN,CY2024Q1,Unknown,SP500,1.030823,5.99305,0,0.200864,0.008957,0,0.198418
LITE,CY2024Q1,Unknown,SP500,-6.727741,5.99305,0,-0.346049,0.076294,0,0.198418
LLY,CY2024Q1,Unknown,SP500,1.810383,5.99305,0,0.255817,0.261817,1,0.198418
LMT,CY2024Q1,Unknown,SP500,-0.544011,5.99305,0,0.089852,0.009923,0,0.198418
LNT,CY2024Q1,Unknown,SP500,0.355353,5.99305,0,0.153249,,0,0.198418
LOW,CY2024Q1,Unknown,SP500,-0.653303,5.99305,0,0.082148,0.004463,0,0.198418
LRCX,CY2024Q1,Unknown,SP500,1.793302,5.99305,0,0.254613,0.000754,0,0.198418
LULU,CY2024Q1,Unknown,SP500,0.242791,5.99305,0,0.145315,0.032338,0,0.198418
LUV,CY2024Q1,Unknown,SP500,-2.336429,5.99305,0,-0.036499,0.066077,0,0.198418
LVS,CY2024Q1,Unknown,SP500,0.549689,5.99305,0,0.166948,0.035902,0,0.198418
LYB,CY2024Q1,Unknown,SP500,-1.010609,5.99305,0,0.056961,0.013345,0,0.198418
LYV,CY2024Q1,Unknown,SP500,-2.020248,5.99305,0,-0.014211,0.078098,0,0.198418
MAA,CY2024Q1,Unknown,SP500,1.936487,5.99305,0,0.264706,0.059909,0,0.198418
MAR,CY2024Q1,Unknown,SP500,-0.480031,5.99305,0,0.094362,0.032494,0,0.198418
MAS,CY2024Q1,Unknown,SP500,-0.235057,5.99305,0,0.11163,0.014191,0,0.198418
