ticker,quarter,sector,v12_flag,raw_margin,delta_Q_abs,extreme_event
ADAM,CY2023Q4,Real Estate,1,3.149019,13.683293,1
AGO,CY2023Q4,Financials,1,1.149847,0.760269,1
AGYS,CY2023Q4,Information Technology,1,1.268946,1.199238,1
ALB,CY2023Q4,Materials,1,-0.52431,0.786175,1
ARR,CY2023Q4,Real Estate,1,16.767176,67.438386,1
ARWR,CY2023Q4,Health Care,1,-37.415939,30.602309,1
CCOI,CY2023Q4,Communication Services,1,0.735586,0.94153,1
CYTK,CY2023Q4,Health Care,1,-81.875598,260.510645,1
ECPG,CY2023Q4,Consumer Discretionary,1,-0.976116,1.038577,1
FLG,CY2023Q4,Financials,1,-8.612698,8.81576,1
FMC,CY2023Q4,Materials,1,0.958468,0.962032,1
FR,CY2023Q4,Real Estate,1,1.133956,0.167191,0
FTRE,CY2023Q4,Health Care,1,-1.719438,1.699825,1
GDDY,CY2023Q4,Information Technology,1,1.01236,0.890176,1
HAS,CY2023Q4,Consumer Discretionary,1,-0.82326,0.709451,1
HASI,CY2023Q4,Energy,1,1.028968,0.761091,1
HRB,CY2023Q4,Consumer Discretionary,1,-1.059592,0.170137,0
IFF,CY2023Q4,Materials,1,-0.974473,0.983338,1
INCR,CY2023Q4,Industrials,1,-0.456353,0.480785,1
JXN,CY2023Q4,Financials,1,-1.780045,2.848517,1
KNTK,CY2023Q4,Utilities,1,0.766347,0.635766,1
KW,CY2023Q4,Real Estate,1,-1.768737,1.127568,1
LNC,CY2023Q4,Financials,1,-1.78,1.974861,1
LUMN,CY2023Q4,Communication Services,1,-0.567245,0.545822,1
MARA,CY2023Q4,Information Technology,1,2.393537,2.397523,1
MTN,CY2023Q4,Consumer Discretionary,1,-0.678793,0.193602,0
NEM,CY2023Q4,Materials,1,-0.798079,0.861457,1
NTCT,CY2023Q4,Communication Services,1,-0.607951,0.717004,1
PBI,CY2023Q4,Consumer Discretionary,1,-0.425211,0.400324,1
RCUS,CY2023Q4,Health Care,1,-2.612903,0.394153,1
ROIV,CY2023Q4,Health Care,1,327.47616,410.899131,1
RUN,CY2023Q4,Industrials,1,-0.67776,1.221202,1
SEDG,CY2023Q4,Materials,1,-0.512691,0.428346,1
SLAB,CY2023Q4,Information Technology,1,-0.803581,0.854366,1
SLG,CY2023Q4,Real Estate,1,-0.56391,0.467667,1
SPHR,CY2023Q4,Communication Services,1,-0.551469,1.11436,1
TFC,CY2023Q4,Financials,1,-1.132121,1.377089,1
UE,CY2023Q4,Consumer Discretionary,1,1.897677,1.543002,1
VAL,CY2023Q4,Energy,1,1.726333,1.697988,1
VIR,CY2023Q4,Health Care,1,-6.908501,55.013818,1
VYX,CY2023Q4,Information Technology,1,-0.827806,0.663406,1
WFC,CY2023Q4,Financials,1,-0.711711,0.988923,1
A,CY2023Q4,Health Care,0,0.281398,0.215011,0
AA,CY2023Q4,Materials,0,-0.109181,0.221968,0
AAL,CY2023Q4,Industrials,0,0.001455,0.041879,0
AAMI,CY2023Q4,Financials,0,0.17378,0.008885,0
AAON,CY2023Q4,Industrials,0,0.153435,0.000676,0
AAP,CY2023Q4,Consumer Discretionary,0,-0.03004,0.059293,0
AAPL,CY2023Q4,Information Technology,0,0.283638,0.027141,0
AAT,CY2023Q4,Real Estate,0,0.093172,0.012747,0
ABBV,CY2023Q4,Health Care,0,0.057478,0.070187,0
ABCB,CY2023Q4,Financials,0,0.270678,0.054367,0
ABG,CY2023Q4,Consumer Discretionary,0,0.01456,0.031591,0
ABM,CY2023Q4,Industrials,0,0.030054,0.018314,0
ABNB,CY2023Q4,Consumer Discretionary,0,-0.157349,1.444956,1
ABR,CY2023Q4,Real Estate,0,0.53631,0.0405,0
ABT,CY2023Q4,Health Care,0,0.155649,0.014073,0
ACA,CY2023Q4,Industrials,0,0.046548,0.013449,0
ACAD,CY2023Q4,Health Care,0,0.19822,0.506091,1
ACGL,CY2023Q4,Financials,0,0.584654,0.370476,1
ACHC,CY2023Q4,Health Care,0,0.077718,0.367869,1
ACI,CY2023Q4,Consumer Discretionary,0,0.019475,0.004883,0
ACIW,CY2023Q4,Information Technology,0,0.257292,0.152859,0
ACLS,CY2023Q4,Materials,0,0.229,0.003461,0
ACM,CY2023Q4,Industrials,0,0.024215,0.017586,0
ACMR,CY2023Q4,Materials,0,0.103921,0.048414,0
ACN,CY2023Q4,Information Technology,0,0.121635,0.035745,0
ACT,CY2023Q4,Financials,0,0.531105,0.017978,0
ADBE,CY2023Q4,Information Technology,0,0.29378,0.006868,0
ADC,CY2023Q4,Real Estate,0,0.624638,0.031233,0
ADEA,CY2023Q4,Information Technology,0,0.146201,0.092781,0
ADI,CY2023Q4,Information Technology,0,0.183484,0.101587,0
ADMA,CY2023Q4,Health Care,0,-0.238756,0.276883,1
ADNT,CY2023Q4,Consumer Discretionary,0,0.005464,0.030738,0
ADP,CY2023Q4,Information Technology,0,0.188175,0.002278,0
ADSK,CY2023Q4,Information Technology,0,0.170438,0.005383,0
ADT,CY2023Q4,Consumer Discretionary,0,0.039848,0.013525,0
ADUS,CY2023Q4,Health Care,0,0.070845,0.013919,0
AEE,CY2023Q4,Utilities,0,0.097651,0.141669,0
AEIS,CY2023Q4,Information Technology,0,0.092577,0.012768,0
AEO,CY2023Q4,Consumer Discretionary,0,1.0,0.0,0
AEP,CY2023Q4,Utilities,0,0.073434,0.105105,0
AES,CY2023Q4,Energy,0,-0.031671,0.09894,0
AESI,CY2023Q4,Utilities,0,0.253206,0.066423,0
AFG,CY2023Q4,Financials,0,0.12626,0.044467,0
AFL,CY2023Q4,Financials,0,0.070937,0.246033,0
AGCO,CY2023Q4,Industrials,0,0.069171,0.012032,0
AGX,CY2023Q4,Industrials,0,0.033367,0.056956,0
AHCO,CY2023Q4,Health Care,0,-0.296543,0.268207,1
AHR,CY2023Q4,Real Estate,0,-0.05683,0.043929,0
AIG,CY2023Q4,Financials,0,0.013178,0.264791,1
AIN,CY2023Q4,Industrials,0,0.094102,0.002335,0
AIR,CY2023Q4,Industrials,0,0.043638,0.044729,0
AIT,CY2023Q4,Industrials,0,0.084694,0.000978,0
AIZ,CY2023Q4,Financials,0,0.061178,0.007349,0
AJG,CY2023Q4,Financials,0,-0.013035,0.125675,0
AKAM,CY2023Q4,Information Technology,0,0.161972,0.004309,0
AKR,CY2023Q4,Consumer Discretionary,0,-0.015635,0.001885,0
AL,CY2023Q4,Industrials,0,0.327021,0.125002,0
ALG,CY2023Q4,Industrials,0,0.075497,0.007705,0
ALGM,CY2023Q4,Information Technology,0,0.130773,0.107394,0
ALGN,CY2023Q4,Health Care,0,0.129623,0.003165,0
ALGT,CY2023Q4,Industrials,0,-0.003201,0.041135,0
ALK,CY2023Q4,Industrials,0,-0.000783,0.049744,0
ALKS,CY2023Q4,Health Care,0,0.298772,0.173403,0
ALL,CY2023Q4,Financials,0,0.098436,0.101264,0
ALLY,CY2023Q4,Financials,0,0.032667,0.15158,0
ALRM,CY2023Q4,Information Technology,0,0.138368,0.050364,0
ALV,CY2023Q4,Consumer Discretionary,0,0.082515,0.030898,0
AM,CY2023Q4,Energy,0,0.386082,0.015326,0
AMAT,CY2023Q4,Information Technology,0,0.298081,0.05528,0
AMCR,CY2023Q4,Materials,0,0.041218,0.002929,0
AMD,CY2023Q4,Information Technology,0,0.107166,0.056132,0
AMG,CY2023Q4,Financials,0,0.39037,0.022806,0
AMGN,CY2023Q4,Health Care,0,0.093582,0.157033,0
AMH,CY2023Q4,Real Estate,0,0.187485,0.011735,0
AMKR,CY2023Q4,Information Technology,0,0.067109,0.005684,0
AMN,CY2023Q4,Health Care,0,0.015263,0.047041,0
AMP,CY2023Q4,Financials,0,0.094439,0.127727,0
AMPH,CY2023Q4,Health Care,0,0.203066,0.069548,0
AMR,CY2023Q4,Materials,0,0.183352,0.056887,0
AMRX,CY2023Q4,Health Care,0,-0.15989,0.175505,0
AMSF,CY2023Q4,Financials,0,0.239415,0.102287,0
AMT,CY2023Q4,Real Estate,0,0.034567,0.198228,0
AMWD,CY2023Q4,Industrials,0,0.064029,0.011937,0
AMZN,CY2023Q4,Consumer Discretionary,0,0.062508,0.006535,0
AN,CY2023Q4,Consumer Discretionary,0,0.031947,0.003409,0
ANDE,CY2023Q4,Consumer Staples,0,0.015931,0.013261,0
ANET,CY2023Q4,Communication Services,0,0.39833,0.037056,0
ANF,CY2023Q4,Consumer Discretionary,0,0.091072,0.030245,0
ANIP,CY2023Q4,Health Care,0,0.008773,0.066628,0
AON,CY2023Q4,Financials,0,0.147556,0.006864,0
AORT,CY2023Q4,Health Care,0,-0.042436,0.069124,0
AOS,CY2023Q4,Industrials,0,0.138954,0.005473,0
AOSL,CY2023Q4,Information Technology,0,-0.013468,0.060513,0
APAM,CY2023Q4,Financials,0,0.260067,0.046355,0
APD,CY2023Q4,Utilities,0,0.203276,0.013751,0
APG,CY2023Q4,Industrials,0,-0.145537,0.16964,0
APH,CY2023Q4,Information Technology,0,0.154591,0.006043,0
APLE,CY2023Q4,Consumer Discretionary,0,0.066457,0.096865,0
APLS,CY2023Q4,Health Care,0,-1.210245,0.060029,0
APO,CY2023Q4,Financials,0,0.247329,0.007006,0
APOG,CY2023Q4,Industrials,0,0.079402,0.014828,0
APP,CY2023Q4,Information Technology,0,0.180678,0.055906,0
APPF,CY2023Q4,Information Technology,0,0.176151,0.016304,0
APTV,CY2023Q4,Consumer Discretionary,0,0.18398,0.134557,0
AR,CY2023Q4,Energy,0,0.082365,0.066552,0
ARCB,CY2023Q4,Industrials,0,0.044781,0.013835,0
ARE,CY2023Q4,Real Estate,0,-0.121401,0.15202,0
ARES,CY2023Q4,Financials,0,0.330082,0.237981,0
ARI,CY2023Q4,Real Estate,0,0.516583,0.013291,0
ARLO,CY2023Q4,Communication Services,0,0.005122,0.013738,0
ARMK,CY2023Q4,Industrials,0,0.006474,0.042435,0
AROC,CY2023Q4,Utilities,0,0.12713,0.005338,0
ARW,CY2023Q4,Information Technology,0,0.024784,2.6e-05,0
ASB,CY2023Q4,Financials,0,-0.250578,0.519491,1
ASGN,CY2023Q4,Information Technology,0,0.04683,0.006358,0
ASH,CY2023Q4,Materials,0,0.054968,0.062705,0
ASO,CY2023Q4,Consumer Discretionary,0,0.071526,0.027695,0
ASTE,CY2023Q4,Industrials,0,0.044187,0.065962,0
ASTH,CY2023Q4,Health Care,0,0.034999,0.028357,0
ATEN,CY2023Q4,Information Technology,0,0.254441,0.142473,0
ATI,CY2023Q4,Industrials,0,0.177632,0.089683,0
ATO,CY2023Q4,Utilities,0,0.26871,0.067016,0
ATR,CY2023Q4,Materials,0,0.074367,0.02003,0
AUB,CY2023Q4,Financials,0,0.308588,0.015272,0
AVA,CY2023Q4,Utilities,0,0.162136,0.123372,0
AVAV,CY2023Q4,Industrials,0,0.098664,0.045054,0
AVB,CY2023Q4,Real Estate,0,0.343362,0.09677,0
AVGO,CY2023Q4,Information Technology,0,0.379129,0.007001,0
AVNS,CY2023Q4,Health Care,0,-0.060589,0.038989,0
AVNT,CY2023Q4,Materials,0,0.039777,0.033011,0
AVT,CY2023Q4,Information Technology,0,0.019006,0.014024,0
