ticker,quarter,sector,v12_flag,raw_margin,delta_Q_abs,extreme_event
ABNB,CY2023Q3,Consumer Discretionary,1,1.287607,1.025932,1
ADAM,CY2023Q3,Real Estate,1,-10.534274,7.22334,1
ARR,CY2023Q3,Real Estate,1,-50.67121,57.889198,1
ARWR,CY2023Q3,Health Care,1,-6.81363,0.308353,1
BANC,CY2023Q3,Financials,1,-0.25262,4.647726,1
CART,CY2023Q3,Consumer Discretionary,1,-2.616492,2.616492,1
CDP,CY2023Q3,Real Estate,1,-1.342147,1.53717,1
CLSK,CY2023Q3,Information Technology,1,-1.455407,1.14306,1
CRGY,CY2023Q3,Utilities,1,-0.325863,0.548874,1
CYTK,CY2023Q3,Health Care,1,-342.386243,194.016001,1
FIS,CY2023Q3,Information Technology,1,-0.184992,2.53613,1
GDEN,CY2023Q3,Consumer Discretionary,1,0.93594,0.893098,1
HOOD,CY2023Q3,Financials,1,-0.182013,0.233453,1
HRB,CY2023Q3,Consumer Discretionary,1,-0.889456,1.182313,1
IAC,CY2023Q3,Communication Services,1,-0.351411,0.271305,1
JBTM,CY2023Q3,Industrials,1,1.094153,1.017697,1
JXN,CY2023Q3,Financials,1,1.068472,2.099949,1
LPG,CY2023Q3,Energy,1,0.528773,0.065168,0
MAC,CY2023Q3,Real Estate,1,-1.203505,1.133044,1
MMM,CY2023Q3,Industrials,1,-0.330941,0.75787,1
MRNA,CY2023Q3,Health Care,1,-1.982523,2.029105,1
MSGS,CY2023Q3,Communication Services,1,-0.43723,0.364294,1
MTN,CY2023Q3,Consumer Discretionary,1,-0.485191,0.747625,1
PENG,CY2023Q3,Information Technology,1,-2.122455,2.051451,1
PENN,CY2023Q3,Consumer Discretionary,1,-0.447573,0.494385,1
RCUS,CY2023Q3,Health Care,1,-2.21875,0.367457,1
RMBS,CY2023Q3,Information Technology,1,0.980057,0.42925,1
ROIV,CY2023Q3,Health Care,1,-83.422971,69.927966,1
RUN,CY2023Q3,Industrials,1,-1.898961,1.992954,1
RWT,CY2023Q3,Real Estate,1,-3.026866,3.052637,1
SAFE,CY2023Q3,Real Estate,1,-1.437209,1.695552,1
SCHL,CY2023Q3,Publishing,1,-0.324726,0.468016,1
SITM,CY2023Q3,Information Technology,1,-0.507517,0.425691,1
SMG,CY2023Q3,Materials,1,-1.250734,1.289798,1
SMTC,CY2023Q3,Information Technology,1,-1.602546,1.47819,1
SPHR,CY2023Q3,Communication Services,1,0.56289,3.59512,1
TMP,CY2023Q3,Financials,1,-4.048307,4.184434,1
TPL,CY2023Q3,Energy,1,0.668329,0.043252,0
TRU,CY2023Q3,Industrials,1,-0.324043,0.383237,1
UNIT,CY2023Q3,Communication Services,1,-0.410002,0.499177,1
VIR,CY2023Q3,Health Care,1,-61.922319,10.625242,1
VSAT,CY2023Q3,Communication Services,1,-0.626105,0.527355,1
A,CY2023Q3,Health Care,0,0.066388,0.109501,0
AA,CY2023Q3,Materials,0,0.112786,0.150789,0
AAL,CY2023Q3,Industrials,0,-0.040424,0.135622,0
AAMI,CY2023Q3,Financials,0,0.182665,0.064285,0
AAON,CY2023Q3,Industrials,0,0.154111,0.006765,0
AAP,CY2023Q3,Consumer Discretionary,0,0.029254,0.015114,0
AAPL,CY2023Q3,Information Technology,0,0.256497,0.013444,0
AAT,CY2023Q3,Real Estate,0,0.105919,0.003294,0
ABBV,CY2023Q3,Health Care,0,0.127666,0.018313,0
ABCB,CY2023Q3,Financials,0,0.325046,0.054337,0
ABG,CY2023Q3,Consumer Discretionary,0,0.046151,0.006327,0
ABM,CY2023Q3,Industrials,0,0.048368,0.022209,0
ABR,CY2023Q3,Real Estate,0,0.49581,0.013081,0
ABT,CY2023Q3,Health Care,0,0.141575,0.003772,0
ACA,CY2023Q3,Industrials,0,0.059997,0.009942,0
ACAD,CY2023Q3,Health Care,0,-0.307871,0.314613,1
ACGL,CY2023Q3,Financials,0,0.214178,0.005134,0
ACHC,CY2023Q3,Health Care,0,-0.290151,0.389009,1
ACI,CY2023Q3,Consumer Discretionary,0,0.014592,0.002755,0
ACIW,CY2023Q3,Information Technology,0,0.104434,0.125187,0
ACLS,CY2023Q3,Materials,0,0.225539,0.000774,0
ACM,CY2023Q3,Industrials,0,0.006629,0.043397,0
ACMR,CY2023Q3,Materials,0,0.152335,0.033206,0
ACN,CY2023Q3,Information Technology,0,0.08589,0.035453,0
ACT,CY2023Q3,Financials,0,0.549083,0.056347,0
ADBE,CY2023Q3,Information Technology,0,0.286912,0.018017,0
ADC,CY2023Q3,Real Estate,0,0.593406,0.021506,0
ADEA,CY2023Q3,Information Technology,0,0.238981,0.22193,1
ADI,CY2023Q3,Information Technology,0,0.285071,0.014554,0
ADMA,CY2023Q3,Health Care,0,0.038127,0.144093,0
ADNT,CY2023Q3,Consumer Discretionary,0,0.036203,0.0182,0
ADP,CY2023Q3,Information Technology,0,0.190453,0.016997,0
ADSK,CY2023Q3,Information Technology,0,0.165056,0.038184,0
ADT,CY2023Q3,Consumer Discretionary,0,0.053373,0.024608,0
ADUS,CY2023Q3,Health Care,0,0.056926,0.000202,0
AEE,CY2023Q3,Utilities,0,0.23932,0.104661,0
AEIS,CY2023Q3,Information Technology,0,0.079809,0.014491,0
AEO,CY2023Q3,Consumer Discretionary,0,1.0,0.0,0
AEP,CY2023Q3,Utilities,0,0.178539,0.059339,0
AES,CY2023Q3,Energy,0,0.067268,0.06892,0
AESI,CY2023Q3,Utilities,0,0.186783,0.051294,0
AFG,CY2023Q3,Financials,0,0.081793,0.026903,0
AFL,CY2023Q3,Financials,0,0.31697,0.001038,0
