ticker,quarter,sector,v12_flag,raw_margin,delta_Q_abs,extreme_event
BOX,CY2023Q1,Information Technology,0,0.058941,0.039009,0
BR,CY2023Q1,Information Technology,0,0.120617,0.076144,0
BRBR,CY2023Q1,Consumer Staples,0,0.080135,0.041729,0
BRC,CY2023Q1,Industrials,0,0.116433,0.005839,0
BRK.B,CY2023Q1,Financials,0,0.415772,0.184191,0
BRKR,CY2023Q1,Health Care,0,0.113235,0.026799,0
BRO,CY2023Q1,Financials,0,0.21147,0.050093,0
BROS,CY2023Q1,Consumer Discretionary,0,-0.019476,0.016191,0
BRX,CY2023Q1,Consumer Discretionary,0,0.360405,0.013141,0
BSX,CY2023Q1,Health Care,0,0.088522,0.049657,0
BSY,CY2023Q1,Information Technology,0,0.144683,0.055043,0
BTSG,CY2023Q1,Health Care,0,-0.010541,0.017956,0
BTU,CY2023Q1,Energy,0,0.196848,0.191812,0
BURL,CY2023Q1,Consumer Discretionary,0,0.067486,0.059262,0
BWA,CY2023Q1,Consumer Discretionary,0,0.064144,0.012732,0
BWXT,CY2023Q1,Industrials,0,0.107488,0.038654,0
BX,CY2023Q1,Financials,0,0.0621,0.265268,1
BXP,CY2023Q1,Real Estate,0,0.096975,0.057224,0
BYD,CY2023Q1,Consumer Discretionary,0,0.207197,0.020091,0
C,CY2023Q1,Financials,0,0.236545,0.081047,0
CABO,CY2023Q1,Energy,0,0.110447,0.291898,1
CACI,CY2023Q1,Industrials,0,0.057756,0.004949,0
CAG,CY2023Q1,Consumer Staples,0,0.110708,0.004569,0
CAH,CY2023Q1,Health Care,0,0.006833,0.009359,0
CAKE,CY2023Q1,Consumer Discretionary,0,0.032386,0.03608,0
CALM,CY2023Q1,Consumer Staples,0,0.324031,0.076324,0
CALX,CY2023Q1,Information Technology,0,0.038391,0.01039,0
CALY,CY2023Q1,Consumer Discretionary,0,0.017817,0.103216,0
CAR,CY2023Q1,Consumer Discretionary,0,0.122018,0.030634,0
CARG,CY2023Q1,Communication Services,0,0.069546,0.485817,1
CARR,CY2023Q1,Industrials,0,0.070738,0.017848,0
CART,CY2023Q1,Consumer Discretionary,0,0.0,0.151915,0
CASH,CY2023Q1,Financials,0,0.285742,0.086953,0
CASY,CY2023Q1,Consumer Discretionary,0,0.030041,0.004533,0
CAT,CY2023Q1,Industrials,0,0.122494,0.034888,0
CATY,CY2023Q1,Financials,0,0.70295,0.076211,0
CB,CY2023Q1,Financials,0,0.171113,0.056545,0
CBRE,CY2023Q1,Real Estate,0,0.015787,0.005934,0
CBRL,CY2023Q1,Consumer Discretionary,0,0.03265,0.012247,0
CBSH,CY2023Q1,Financials,0,0.316452,0.025534,0
CBT,CY2023Q1,Materials,0,0.072604,0.016646,0
CBU,CY2023Q1,Financials,0,0.047907,0.255452,1
CC,CY2023Q1,Materials,0,0.094401,0.164946,0
CCI,CY2023Q1,Real Estate,0,0.239143,0.00122,0
CCK,CY2023Q1,Materials,0,0.034297,0.004749,0
CCL,CY2023Q1,Consumer Discretionary,0,-0.156363,0.260152,1
CCOI,CY2023Q1,Communication Services,0,0.040029,0.034423,0
CCS,CY2023Q1,Consumer Discretionary,0,0.044238,0.023175,0
CDNS,CY2023Q1,Information Technology,0,0.236671,0.030468,0
CDP,CY2023Q1,Real Estate,0,0.489651,0.183255,0
CDW,CY2023Q1,Information Technology,0,0.04509,0.00772,0
CE,CY2023Q1,Materials,0,0.031896,0.296468,1
CEG,CY2023Q1,Utilities,0,0.01269,0.008053,0
CELH,CY2023Q1,Consumer Staples,0,0.121228,0.279423,1
CENTA,CY2023Q1,Consumer Staples,0,0.052932,0.066367,0
CENX,CY2023Q1,Materials,0,-0.069877,0.144314,0
CERT,CY2023Q1,Health Care,0,0.015039,0.090856,0
CF,CY2023Q1,Materials,0,0.27833,0.051425,0
CFFN,CY2023Q1,Financials,0,0.307447,0.034304,0
CFG,CY2023Q1,Financials,0,0.24898,0.051311,0
CFR,CY2023Q1,Financials,0,0.35482,0.149956,0
CG,CY2023Q1,Financials,0,0.117229,0.059585,0
CGNX,CY2023Q1,Information Technology,0,0.127359,0.103649,0
CHCO,CY2023Q1,Financials,0,0.351632,0.085936,0
CHD,CY2023Q1,Consumer Staples,0,0.142118,0.256811,1
CHDN,CY2023Q1,Consumer Discretionary,0,0.278284,0.276201,1
CHE,CY2023Q1,Health Care,0,0.096618,0.01703,0
CHEF,CY2023Q1,Consumer Staples,0,0.001947,0.000464,0
CHH,CY2023Q1,Consumer Discretionary,0,0.158718,0.005359,0
CHRW,CY2023Q1,Industrials,0,0.024913,0.005928,0
CHTR,CY2023Q1,Communication Services,0,0.074782,0.012683,0
CHWY,CY2023Q1,Consumer Discretionary,0,0.002482,0.00157,0
CI,CY2023Q1,Health Care,0,0.027237,0.001163,0
CIEN,CY2023Q1,Communication Services,0,0.072162,0.012796,0
CINF,CY2023Q1,Financials,0,0.100402,0.224799,0
CL,CY2023Q1,Consumer Staples,0,0.077987,0.076907,0
CLB,CY2023Q1,Consumer Discretionary,0,0.018488,0.041243,0
CLF,CY2023Q1,Materials,0,-0.010765,0.031662,0
CLH,CY2023Q1,Industrials,0,0.055378,0.00915,0
CLX,CY2023Q1,Consumer Staples,0,-0.110183,0.167909,0
CMC,CY2023Q1,Materials,0,0.089122,0.028407,0
CMCSA,CY2023Q1,Communication Services,0,0.12913,0.030187,0
CME,CY2023Q1,Financials,0,0.605369,0.083759,0
CMG,CY2023Q1,Consumer Discretionary,0,0.12313,0.020531,0
CMI,CY2023Q1,Industrials,0,0.093458,0.068962,0
CMS,CY2023Q1,Utilities,0,0.088441,0.014692,0
CNC,CY2023Q1,Health Care,0,0.029057,0.035047,0
CNH,CY2023Q1,Industrials,0,0.090228,0.004963,0
CNK,CY2023Q1,Communication Services,0,-0.005076,0.160507,0
CNM,CY2023Q1,Industrials,0,0.039301,0.021755,0
CNMD,CY2023Q1,Health Care,0,0.006156,0.099812,0
CNO,CY2023Q1,Financials,0,0.635885,0.387297,1
CNP,CY2023Q1,Utilities,0,0.108312,0.067737,0
CNR,CY2023Q1,Energy,0,0.334555,0.031618,0
CNS,CY2023Q1,Financials,0,0.280088,0.020798,0
CNXC,CY2023Q1,Information Technology,0,0.053697,0.010265,0
CNXN,CY2023Q1,Information Technology,0,0.019515,0.006184,0
COCO,CY2023Q1,Consumer Staples,0,0.061088,0.091635,0
COF,CY2023Q1,Financials,0,0.145219,0.030052,0
COHR,CY2023Q1,Information Technology,0,-0.027032,0.032051,0
COHU,CY2023Q1,Materials,0,0.087444,0.025729,0
COIN,CY2023Q1,Financials,0,-0.102127,0.783255,1
COKE,CY2023Q1,Consumer Staples,0,0.075162,0.000147,0
COLB,CY2023Q1,Financials,0,-0.020095,0.296137,1
COLL,CY2023Q1,Health Care,0,-0.120373,0.064833,0
COLM,CY2023Q1,Consumer Discretionary,0,0.056303,0.051168,0
COO,CY2023Q1,Health Care,0,0.098544,0.021195,0
COP,CY2023Q1,Energy,0,0.197151,0.022078,0
COR,CY2023Q1,Health Care,0,0.006861,0.000772,0
CORT,CY2023Q1,Health Care,0,0.149611,0.010816,0
COST,CY2023Q1,Consumer Discretionary,0,0.026526,0.00147,0
COTY,CY2023Q1,Consumer Discretionary,0,0.081542,0.072698,0
CPB,CY2023Q1,Consumer Staples,0,0.09336,0.02198,0
CPF,CY2023Q1,Financials,0,0.255505,0.044295,0
CPK,CY2023Q1,Utilities,0,0.166617,0.026978,0
CPRI,CY2023Q1,Consumer Discretionary,0,-0.025468,0.174278,0
CPRT,CY2023Q1,Industrials,0,0.306961,0.03177,0
CPRX,CY2023Q1,Health Care,0,0.346367,0.07286,0
CPT,CY2023Q1,Real Estate,0,0.110675,0.010621,0
CR,CY2023Q1,Industrials,0,0.205722,0.152485,0
CRBG,CY2023Q1,Financials,0,-0.107696,0.029383,0
CRC,CY2023Q1,Utilities,0,-0.022979,0.392626,1
CRI,CY2023Q1,Consumer Discretionary,0,0.051727,0.036176,0
CRK,CY2023Q1,Energy,0,0.274733,0.845633,1
CRL,CY2023Q1,Health Care,0,0.100188,0.070209,0
CRM,CY2023Q1,Information Technology,0,-0.011689,0.038485,0
CROX,CY2023Q1,Consumer Discretionary,0,0.169135,0.023408,0
CRS,CY2023Q1,Industrials,0,0.026953,0.016246,0
CRSR,CY2023Q1,Information Technology,0,-0.002978,0.034335,0
CRUS,CY2023Q1,Information Technology,0,-0.143953,0.319165,1
