ticker,quarter,sector,v12_flag,raw_margin,delta_Q_abs,extreme_event
ADAM,CY2023Q2,Real Estate,1,-3.310933,4.499747,1
ADEA,CY2023Q2,Information Technology,1,0.017052,0.230342,1
ALB,CY2023Q2,Materials,1,0.548516,0.41153,1
ARI,CY2023Q2,Real Estate,1,-0.938197,1.464478,1
ARR,CY2023Q2,Real Estate,1,7.217988,10.030892,1
AVAV,CY2023Q2,Industrials,1,-0.862568,0.857538,1
BANC,CY2023Q2,Financials,1,-4.900346,0.837547,1
BHF,CY2023Q2,Financials,1,-0.760456,0.351578,1
BIO,CY2023Q2,Health Care,1,-1.706407,1.808295,1
CCOI,CY2023Q2,Communication Services,1,4.686551,4.646522,1
CLSK,CY2023Q2,Information Technology,1,-0.312348,0.121536,0
CNX,CY2023Q2,Energy,1,0.565625,0.008879,0
COIN,CY2023Q2,Financials,1,-0.137595,0.035468,0
CRK,CY2023Q2,Energy,1,-0.158585,0.433318,1
CYTK,CY2023Q2,Health Care,1,-148.370242,119.909588,1
EMR,CY2023Q2,Industrials,1,2.369995,2.159132,1
FIS,CY2023Q2,Information Technology,1,-2.721122,2.761008,1
GOGO,CY2023Q2,Communication Services,1,0.870453,0.663053,1
JXN,CY2023Q2,Financials,1,3.168421,2.534052,1
LUMN,CY2023Q2,Communication Services,1,-2.386233,2.522937,1
MARA,CY2023Q2,Information Technology,1,-0.135557,2.45698,1
MKSI,CY2023Q2,Materials,1,-1.763709,1.710812,1
MLKN,CY2023Q2,Consumer Discretionary,1,-0.320198,0.071113,0
MMM,CY2023Q2,Industrials,1,-1.088811,1.21034,1
MO,CY2023Q2,Consumer Staples,1,0.389298,0.014114,0
MRNA,CY2023Q2,Health Care,1,-4.011628,4.054055,1
OPLN,CY2023Q2,Industrials,1,-0.46486,0.495055,1
OUT,CY2023Q2,Real Estate,1,-1.021544,0.948528,1
RCUS,CY2023Q2,Health Care,1,-2.586207,0.613793,1
RGLD,CY2023Q2,Materials,1,0.461622,0.071609,0
RMBS,CY2023Q2,Information Technology,1,1.409306,1.380465,1
ROIV,CY2023Q2,Health Care,1,-13.495006,12.267032,1
SCHL,CY2023Q2,Publishing,1,0.14329,0.202385,1
SITM,CY2023Q2,Information Technology,1,-0.933208,0.503143,1
