ticker,quarter,sector,v12_flag,raw_margin,delta_Q_abs,extreme_event
ADAM,CY2024Q2,Real Estate,1,-4.383294,41.359678,1
AIG,CY2024Q2,Financials,1,-0.60625,0.782799,1
ALB,CY2024Q2,Materials,1,-0.292288,0.287373,1
ARR,CY2024Q2,Real Estate,1,-7.367772,9.528905,1
BHF,CY2024Q2,Financials,1,0.006307,7.01982,1
CAG,CY2024Q2,Consumer Staples,1,-0.390447,0.492198,1
CLSK,CY2024Q2,Information Technology,1,-2.269201,3.377377,1
CRK,CY2024Q2,Energy,1,-0.511729,0.463121,1
CYTK,CY2024Q2,Health Care,1,-575.574297,413.127591,1
EGBN,CY2024Q2,Financials,1,-1.248577,1.240653,1
EXE,CY2024Q2,Utilities,1,-0.449505,0.473557,1
FLG,CY2024Q2,Financials,1,-1.185053,0.131594,0
FWRD,CY2024Q2,Industrials,1,-1.002745,0.888846,1
GNL,CY2024Q2,Real Estate,1,-0.320354,0.085792,0
HE,CY2024Q2,Utilities,1,-1.571122,1.597874,1
HTZ,CY2024Q2,Consumer Discretionary,1,-0.367616,0.278193,1
KN,CY2024Q2,Information Technology,1,-1.917899,1.936654,1
KW,CY2024Q2,Real Estate,1,-0.447727,0.644941,1
LEG,CY2024Q2,Consumer Discretionary,1,-0.533581,0.56239,1
LITE,CY2024Q2,Communication Services,1,-0.819007,0.472486,1
MAC,CY2024Q2,Real Estate,1,1.169292,1.776276,1
MARA,CY2024Q2,Information Technology,1,-1.37564,3.416663,1
MO,CY2024Q2,Consumer Staples,1,0.720675,0.269328,1
MP,CY2024Q2,Materials,1,-1.089481,1.428176,1
MRNA,CY2024Q2,Health Care,1,-5.307054,1.728874,1
NFG,CY2024Q2,Utilities,1,4.877358,4.613408,1
NGVT,CY2024Q2,Materials,1,-0.726318,0.561661,1
NLY,CY2024Q2,Real Estate,1,-0.97191,1.818828,1
NTCT,CY2024Q2,Communication Services,1,-2.539891,2.380539,1
PTGX,CY2024Q2,Health Care,1,-7.347252,8.1605,1
RGLD,CY2024Q2,Materials,1,0.471902,0.151638,0
ROIV,CY2024Q2,Health Care,1,11.927034,28.68036,1
SEDG,CY2024Q2,Materials,1,-0.490763,0.277416,1
SITM,CY2024Q2,Information Technology,1,-0.611066,0.258173,1
SLAB,CY2024Q2,Information Technology,1,-0.56517,0.033785,0
SPHR,CY2024Q2,Communication Services,1,-0.170398,0.023384,0
TLN,CY2024Q2,Energy,1,0.928425,0.350822,1
TRMB,CY2024Q2,Information Technology,1,1.511713,1.451711,1
TRMK,CY2024Q2,Financials,1,1.360117,1.099369,1
VIR,CY2024Q2,Health Care,1,-45.000976,43.843107,1
VRTX,CY2024Q2,Health Care,1,-1.358331,1.767013,1
WBD,CY2024Q2,Communication Services,1,-1.028107,0.931099,1
A,CY2024Q2,Health Care,0,0.195804,0.014087,0
AA,CY2024Q2,Materials,0,0.006882,0.125793,0
AAL,CY2024Q2,Industrials,0,0.050021,0.074842,0
AAMI,CY2024Q2,Financials,0,0.100917,0.037209,0
AAON,CY2024Q2,Industrials,0,0.166561,0.017702,0
AAP,CY2024Q2,Consumer Discretionary,0,0.01443,0.04447,0
AAPL,CY2024Q2,Information Technology,0,0.250044,0.010399,0
AAT,CY2024Q2,Real Estate,0,0.10735,0.066642,0
ABBV,CY2024Q2,Health Care,0,0.094731,0.016479,0
ABCB,CY2024Q2,Financials,0,0.322094,0.02021,0
ABG,CY2024Q2,Consumer Discretionary,0,0.006618,0.028396,0
ABM,CY2024Q2,Industrials,0,0.021653,5.5e-05,0
ABNB,CY2024Q2,Consumer Discretionary,0,0.201965,0.078716,0
ABR,CY2024Q2,Real Estate,0,0.376729,0.028885,0
ABT,CY2024Q2,Health Care,0,0.12547,0.002527,0
ACA,CY2024Q2,Industrials,0,0.068602,0.003116,0
ACAD,CY2024Q2,Health Care,0,0.137992,0.057562,0
ACGL,CY2024Q2,Financials,0,0.297706,0.016052,0
ACHC,CY2024Q2,Health Care,0,0.098591,0.00086,0
ACI,CY2024Q2,Consumer Discretionary,0,0.009919,0.00374,0
ACIW,CY2024Q2,Information Technology,0,0.082701,0.107228,0
ACLS,CY2024Q2,Materials,0,0.198299,0.006142,0
ACM,CY2024Q2,Industrials,0,0.032345,0.03209,0
ACMR,CY2024Q2,Materials,0,0.119567,0.005021,0
ACN,CY2024Q2,Information Technology,0,0.117338,0.011331,0
ACT,CY2024Q2,Financials,0,0.614632,0.062502,0
ADBE,CY2024Q2,Information Technology,0,0.296289,0.176644,0
ADC,CY2024Q2,Real Estate,0,0.705155,0.117284,0
ADEA,CY2024Q2,Information Technology,0,0.095959,0.08518,0
ADI,CY2024Q2,Information Technology,0,0.139989,0.044166,0
ADMA,CY2024Q2,Health Care,0,0.299111,0.081633,0
ADNT,CY2024Q2,Consumer Discretionary,0,-0.00296,0.015706,0
ADP,CY2024Q2,Information Technology,0,0.173912,0.05162,0
ADSK,CY2024Q2,Information Technology,0,0.177841,0.014127,0
ADT,CY2024Q2,Consumer Discretionary,0,0.052378,0.016503,0
ADUS,CY2024Q2,Health Care,0,0.06301,0.006625,0
AEE,CY2024Q2,Utilities,0,0.152392,0.00867,0
AEIS,CY2024Q2,Information Technology,0,0.040559,0.024071,0
AEO,CY2024Q2,Consumer Discretionary,0,1.0,0.0,0
AEP,CY2024Q2,Utilities,0,0.074314,0.12528,0
AES,CY2024Q2,Energy,0,0.095853,0.061169,0
AESI,CY2024Q2,Utilities,0,0.051604,0.087429,0
AFG,CY2024Q2,Financials,0,0.11,0.016967,0
AFL,CY2024Q2,Financials,0,0.341573,0.004086,0
AGCO,CY2024Q2,Industrials,0,-0.113072,0.170435,0
AGO,CY2024Q2,Financials,0,0.386139,0.058759,0
AGX,CY2024Q2,Industrials,0,0.049987,0.023047,0
AGYS,CY2024Q2,Information Technology,0,0.2221,0.174511,0
AHCO,CY2024Q2,Health Care,0,0.024114,0.026806,0
AHR,CY2024Q2,Real Estate,0,0.003922,0.011713,0
AIN,CY2024Q2,Industrials,0,0.07417,0.01293,0
AIR,CY2024Q2,Industrials,0,0.013861,0.010817,0
AIT,CY2024Q2,Industrials,0,0.089164,0.004362,0
AIZ,CY2024Q2,Financials,0,0.064515,0.017565,0
AJG,CY2024Q2,Financials,0,0.102111,0.084703,0
